Class,Order,Family,Genus,species,common_name,rl_id,rl_binomial,fishbase_id,fishbase_binomial
Aves,Passeriformes,Sylviidae,Sylvia,curruca,Lesser whitethroat,22734992,Sylvia curruca,NULL,NULL
Aves,Galliformes,Phasianidae,Tetrao,urogallus,Western capercaillie,22679487,Tetrao urogallus,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Tringa,erythropus,Spotted redshank,22693207,Tringa erythropus,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Tringa,nebularia,Common greenshank,22693220,Tringa nebularia,NULL,NULL
Aves,Passeriformes,Troglodytidae,Troglodytes,troglodytes,Northern wren,103883277,Troglodytes troglodytes,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,iliacus,Redwing,22708819,Turdus iliacus,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,merula,Eurasian blackbird,103888106,Turdus merula,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,philomelos,Song thrush,22708822,Turdus philomelos,NULL,NULL
Aves,Passeriformes,Turdidae,Turdus,pilaris,Fieldfare,22708816,Turdus pilaris,NULL,NULL
Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,Northern lapwing,22693949,Vanellus vanellus,NULL,NULL
Mammalia,Carnivora,Ursidae,Ailuropoda,melanoleuca,Giant panda,712,Ailuropoda melanoleuca,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Alces,alces,Elk / moose,56003281,Alces alces,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Bison,bonasus,European bison,2814,Bison bonasus,NULL,NULL
Mammalia,Carnivora,Canidae,Canis,lupus,Grey wolf / Gray wolf,3746,Canis lupus,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,hircus,Sind ibex,3786,Capra aegagrus,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,caucasica,East Caucasian tur / Daghestan tur,3794,Capra caucasica,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,falconeri,Markhor,3787,Capra falconeri,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,ibex,Alpine ibex,42397,Capra ibex,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Capra,nubiana,Nubian ibex,3796,Capra nubiana,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Capreolus,capreolus,European roe deer,42395,Capreolus capreolus,NULL,NULL
Mammalia,Rodentia,Cricetidae,Myodes,rufocanus,Grey-sided vole / Grey red-backed vole,4974,Myodes rufocanus,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Dama,dama,Fallow deer,42188,Dama dama,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Gazella,cuvieri,Atlas gazelle / Cuvier's gazelle / Mountain gazelle,8967,Gazella cuvieri,NULL,NULL
Mammalia,Carnivora,Mustelidae,Gulo,gulo,Wolverine,9561,Gulo gulo,NULL,NULL
Mammalia,Rodentia,Cricetidae,Lemmus,lemmus,Norway lemming,11481,Lemmus lemmus,NULL,NULL
Mammalia,Carnivora,Felidae,Lynx,lynx,Eurasian lynx,12519,Lynx lynx,NULL,NULL
Mammalia,Carnivora,Felidae,Lynx,pardinus,Iberian lynx,12520,Lynx pardinus,NULL,NULL
Mammalia,Rodentia,Sciuridae,Marmota,bobak,Steppe marmot,12830,Marmota bobak,NULL,NULL
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Common pipistrelle,17317,Pipistrellus pipistrellus,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Procapra,gutturosa,Mongolian gazelle,18232,Procapra gutturosa,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Procapra,przewalskii,Przewalski's gazelle,18230,Procapra przewalskii,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,Reindeer / Caribou,29742,Rangifer tarandus,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Rupicapra,rupicapra,Tatra chamois / Alpine chamois,39255,Rupicapra rupicapra,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Saiga,borealis,Mongolian saiga,19833,Saiga tatarica ssp. mongolica,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Saiga,tatarica,Saiga antelope,19832,Saiga tatarica,NULL,NULL
Mammalia,Carnivora,Ursidae,Ursus,arctos,Grizzly bear / Brown bear,41688,Ursus arctos,NULL,NULL
Reptilia,Testudines,Testudinidae,Testudo,hermanni,Hermann's tortoise,21648,Testudo hermanni,NULL,NULL
Amphibia,Anura,Leiopelmatidae,Leiopelma,archeyi,Archey's frog,11450,Leiopelma archeyi,NULL,NULL
Amphibia,Anura,Leiopelmatidae,Leiopelma,pakeka,Maud Island frog,56298,Leiopelma pakeka,NULL,NULL
Amphibia,Anura,Limnodynastidae,Philoria,frosti,Baw baw frog,16997,Philoria frosti,NULL,NULL
Amphibia,Anura,Myobatrachidae,Pseudophryne,corroboree,Corroboree frog,18582,Pseudophryne corroboree,NULL,NULL
Amphibia,Anura,Myobatrachidae,Pseudophryne,pengilleyi,Northern corroboree frog,41050,Pseudophryne pengilleyi,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,superciliosa,Pacific black duck,22680217,Anas superciliosa,NULL,NULL
Aves,Anseriformes,Anseranatidae,Anseranas,semipalmata,Magpie goose,22679732,Anseranas semipalmata,NULL,NULL
Aves,Charadriiformes,Recurvirostridae,Himantopus,novaezelandiae,Black stilt,22693690,Himantopus novaezelandiae,NULL,NULL
Reptilia,Crocodylia,Crocodylidae,Crocodylus,novaeguineae,New Guinea crocodile,46591,Crocodylus novaeguineae,NULL,NULL
Reptilia,Crocodylia,Crocodylidae,Crocodylus,porosus,Saltwater crocodile / Estuarine crocodile,5668,Crocodylus porosus,NULL,NULL
Reptilia,Testudines,Chelidae,Pseudemydura,umbrina,Western swamp turtle,18457,Pseudemydura umbrina,NULL,NULL
Amphibia,Anura,Pyxicephalidae,Pyxicephalus,adspersus,African bullfrog / Giant bullfrog,58535,Pyxicephalus adspersus,NULL,NULL
Aves,Coraciiformes,Alcedinidae,Ceryle,rudis,Pied kingfisher,22683645,Ceryle rudis,NULL,NULL
Aves,Gruiformes,Gruidae,Bugeranus,carunculatus,Wattled crane,22692129,Bugeranus carunculatus,NULL,NULL
Aves,Accipitriformes,Accipitridae,Haliaeetus,vocifer,African fish-eagle,22695115,Haliaeetus vocifer,NULL,NULL
Aves,Pelecaniformes,Pelecanidae,Pelecanus,rufescens,Pink-backed pelican,22697595,Pelecanus rufescens,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Calidris,pugnax,Ruff,22693468,Calidris pugnax,NULL,NULL
Aves,Phoenicopteriformes,Phoenicopteridae,Phoeniconaias,minor,Lesser flamingo,22697369,Phoeniconaias minor,NULL,NULL
Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus,10103,Hippopotamus amphibius,NULL,NULL
Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,Nile crocodile,46590,Crocodylus niloticus,NULL,NULL
Amphibia,Anura,Ranidae,Meristogenys,phaeomerus,Kapit Borneo frog,58374,Meristogenys phaeomerus,NULL,NULL
Amphibia,Anura,Bufonidae,Phrynoidis,aspera,Java toad,54579,Phrynoidis asper,NULL,NULL
Amphibia,Anura,Bufonidae,Ingerophrynus,divergens,Crested toad,54629,Ingerophrynus divergens,NULL,NULL
Amphibia,Anura,Bufonidae,Rentapia,hosii,Boulenger's Asian tree toad,54862,Rentapia hosii,NULL,NULL
Amphibia,Anura,Dicroglossidae,Limnonectes,blythii,Blyth's frog,58329,Limnonectes blythii,NULL,NULL
Amphibia,Anura,Ranidae,Chalcorana,chalconota,Copper-cheeked frog,78934311,Chalcorana chalconota,NULL,NULL
Amphibia,Anura,Ranidae,Odorrana,hosii,Hose's frog,58618,Odorrana hosii,NULL,NULL
Amphibia,Anura,Dicroglossidae,Limnonectes,ibanorum,Tributary wart frog / Ibanorum true frog,58340,Limnonectes ibanorum,NULL,NULL
Amphibia,Anura,Ranidae,Pulchrana,signata,Matang frog,58719,Pulchrana signata,NULL,NULL
Aves,Suliformes,Anhingidae,Anhinga,melanogaster,Oriental darter,22696712,Anhinga melanogaster,NULL,NULL
Aves,Pelecaniformes,Ardeidae,Gorsachius,melanolophus,Malay night-heron,22697242,Gorsachius melanolophus,NULL,NULL
Aves,Pelecaniformes,Ardeidae,Nycticorax,nycticorax,Black-crowned night-heron,22697211,Nycticorax nycticorax,NULL,NULL
Aves,Pelecaniformes,Pelecanidae,Pelecanus,crispus,Dalmatian pelican,22697599,Pelecanus crispus,NULL,NULL
Aves,Pelecaniformes,Pelecanidae,Pelecanus,onocrotalus,Great white pelican,22697590,Pelecanus onocrotalus,NULL,NULL
Aves,Pelecaniformes,Pelecanidae,Pelecanus,philippensis,Spot-billed pelican,22697604,Pelecanus philippensis,NULL,NULL
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Great cormorant,22696792,Phalacrocorax carbo,NULL,NULL
Aves,Suliformes,Phalacrocoracidae,Microcarbo,niger,Little cormorant,22696740,Microcarbo niger,NULL,NULL
Aves,Pelecaniformes,Threskiornithidae,Platalea,minor,Black-faced spoonbill,22697568,Platalea minor,NULL,NULL
Aves,Podicipediformes,Podicipedidae,Podiceps,cristatus,Great crested grebe,22696602,Podiceps cristatus,NULL,NULL
Aves,Podicipediformes,Podicipedidae,Tachybaptus,ruficollis,Little grebe,22696545,Tachybaptus ruficollis,NULL,NULL
Mammalia,Cetacea,Platanistidae,Platanista,gangetica,Ganges River dolphin,41758,Platanista gangetica,NULL,NULL
Mammalia,Cetacea,Platanistidae,Platanista,minor,Indus blind dolphin / Indus River dolphin,41757,Platanista gangetica ssp. minor,NULL,NULL
Reptilia,Testudines,Geoemydidae,Batagur,baska,River terrapin,2614,Batagur baska,NULL,NULL
Reptilia,Testudines,Geoemydidae,Callagur,borneoensis,Painted terrapin,163458,Batagur borneoensis,NULL,NULL
Reptilia,Crocodylia,Crocodylidae,Crocodylus,mindorensis,Philippine crocodile,5672,Crocodylus mindorensis,NULL,NULL
Reptilia,Crocodylia,Crocodylidae,Crocodylus,palustris,Mugger crocodile,5667,Crocodylus palustris,NULL,NULL
Reptilia,Crocodylia,Gavialidae,Gavialis,gangeticus,Gharial,8966,Gavialis gangeticus,NULL,NULL
Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,transmontanus,White sturgeon,234,Acipenser transmontanus,2594,Acipenser transmontanus
Actinopteri,Clupeiformes,Clupeidae,Alosa,pseudoharengus,Alewife,201948,Alosa pseudoharengus,1583,Alosa pseudoharengus
Actinopteri,Clupeiformes,Clupeidae,Alosa,sapidissima,American shad,191206,Alosa sapidissima,1584,Alosa sapidissima
Actinopteri,Cypriniformes,Catostomidae,Chasmistes,liorus,June sucker,62197,Chasmistes liorus,2984,Chasmistes liorus
Actinopteri,Salmoniformes,Salmonidae,Coregonus,clupeaformis,Lake whitefish,NULL,NULL,234,Coregonus clupeaformis
Actinopteri,Salmoniformes,Salmonidae,Coregonus,hoyi,Bloater,5366,Coregonus hoyi,2670,Coregonus hoyi
Actinopteri,Cyprinodontiformes,Goodeidae,Crenichthys,nevadae,Railroad valley springfish,5517,Crenichthys nevadae,3168,Crenichthys nevadae
Actinopteri,Perciformes,Percidae,Etheostoma,fonticola,Fountain darter,8114,Etheostoma fonticola,3422,Etheostoma fonticola
Actinopteri,Cypriniformes,Catostomidae,Moxostoma,robustum,Smallfin redhorse,202257,Moxostoma robustum,3012,Moxostoma robustum
Actinopteri,Cypriniformes,Leuciscidae,Notemigonus,crysoleucas,Golden shiner,184098,Notemigonus crysoleucas,276,Notemigonus crysoleucas
Actinopteri,Cypriniformes,Leuciscidae,Notropis,cahabae,Cahaba shiner,14884,Notropis cahabae,6128,Notropis cahabae
Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,Pink salmon,NULL,NULL,240,Oncorhynchus gorbuscha
Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,keta,Chum salmon,NULL,NULL,241,Oncorhynchus keta
Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,kisutch,Coho salmon,NULL,NULL,245,Oncorhynchus kisutch
Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Sockeye salmon / Red salmon,135301,Oncorhynchus nerka,243,Oncorhynchus nerka
Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,Chinook salmon,NULL,NULL,244,Oncorhynchus tshawytscha
Actinopteri,Perciformes,Percidae,Perca,flavescens,American yellow perch,202567,Perca flavescens,359,Perca flavescens
Actinopteri,Salmoniformes,Salmonidae,Salmo,salar,Atlantic salmon,19855,Salmo salar,236,Salmo salar
Actinopteri,Salmoniformes,Salmonidae,Salvelinus,confluentus,Bull trout,19875,Salvelinus confluentus,2690,Salvelinus confluentus
Actinopteri,Salmoniformes,Salmonidae,Salvelinus,namaycush,Lake trout,NULL,NULL,248,Salvelinus namaycush
Actinopteri,Perciformes,Percidae,Sander,vitreus,Walleye,202605,Sander vitreus,3516,Sander vitreus
Actinopteri,Cypriniformes,Catostomidae,Xyrauchen,texanus,Razorback sucker,23162,Xyrauchen texanus,3015,Xyrauchen texanus
Amphibia,Anura,Hylidae,Acris,gryllus,Southern cricket frog,55287,Acris gryllus,NULL,NULL
Amphibia,Caudata,Ambystomatidae,Ambystoma,laterale,Blue-spotted salamander,59060,Ambystoma laterale,NULL,NULL
Amphibia,Caudata,Ambystomatidae,Ambystoma,maculatum,Spotted salamander,59064,Ambystoma maculatum,NULL,NULL
Amphibia,Caudata,Ambystomatidae,Ambystoma,opacum,Marbled salamander,59065,Ambystoma opacum,NULL,NULL
Amphibia,Caudata,Ambystomatidae,Ambystoma,talpoideum,Mole salamander,59069,Ambystoma talpoideum,NULL,NULL
Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,83293207,Ambystoma tigrinum,NULL,NULL
Amphibia,Caudata,Plethodontidae,Aneides,aeneus,Green salamander,1282,Aneides aeneus,NULL,NULL
Amphibia,Caudata,Plethodontidae,Aneides,hardii,Sacramento mountain salamander,59117,Aneides hardii,NULL,NULL
Amphibia,Anura,Bufonidae,Anaxyrus,americanus,American toad,54570,Anaxyrus americanus,NULL,NULL
Amphibia,Anura,Bufonidae,Anaxyrus,boreas,Western toad / Boreal toad,3179,Anaxyrus boreas,NULL,NULL
Amphibia,Anura,Bufonidae,Anaxyrus,canorus,Yosemite toad,3180,Anaxyrus canorus,NULL,NULL
Amphibia,Anura,Bufonidae,Anaxyrus,fowleri,Fowler's toad,54640,Anaxyrus fowleri,NULL,NULL
Amphibia,Anura,Bufonidae,Anaxyrus,quercicus,Oak toad,54743,Anaxyrus quercicus,NULL,NULL
Amphibia,Anura,Bufonidae,Anaxyrus,terrestris,Southern toad,54777,Anaxyrus terrestris,NULL,NULL
Amphibia,Caudata,Plethodontidae,Desmognathus,aeneus,Seepage salamander,59243,Desmognathus aeneus,NULL,NULL
Amphibia,Caudata,Plethodontidae,Desmognathus,monticola,Seal salamander,59252,Desmognathus monticola,NULL,NULL
Amphibia,Caudata,Plethodontidae,Desmognathus,ochrophaeus,Allegheny Mountain dusky salamander,59253,Desmognathus ochrophaeus,NULL,NULL
Amphibia,Caudata,Plethodontidae,Desmognathus,quadramaculatus,Blackbelly salamander,59256,Desmognathus quadramaculatus,NULL,NULL
Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,planirostris,Greenhouse frog,56864,Eleutherodactylus planirostris,NULL,NULL
Amphibia,Caudata,Plethodontidae,Eurycea,nana,San Marcos salamander,8391,Eurycea nana,NULL,NULL
Amphibia,Caudata,Plethodontidae,Eurycea,quadridigitata,Dwarf salamander,59274,Eurycea quadridigitata,NULL,NULL
Amphibia,Anura,Microhylidae,Gastrophryne,carolinensis,Eastern narrowmouth toad,57813,Gastrophryne carolinensis,NULL,NULL
Amphibia,Anura,Hylidae,Dryophytes,femoralis,Pine woods treefrog,55481,Dryophytes femoralis,NULL,NULL
Amphibia,Anura,Hylidae,Dryophytes,versicolor,Gray treefrog / Eastern gray treefrog,55687,Dryophytes versicolor,NULL,NULL
Amphibia,Caudata,Salamandridae,Notophthalmus,perstriatus,Striped newt,14872,Notophthalmus perstriatus,NULL,NULL
Amphibia,Caudata,Salamandridae,Notophthalmus,viridescens,Eastern newt,59453,Notophthalmus viridescens,NULL,NULL
Amphibia,Caudata,Plethodontidae,Plethodon,glutinosus,Slimy salamander,59340,Plethodon glutinosus,NULL,NULL
Amphibia,Caudata,Plethodontidae,Plethodon,jordani,Jordan's salamander,59343,Plethodon jordani,NULL,NULL
Amphibia,Anura,Hylidae,Pseudacris,crucifer,Spring peeper / Northern spring peeper,55892,Pseudacris crucifer,NULL,NULL
Amphibia,Anura,Hylidae,Pseudacris,nigrita,Southern chorus frog,55894,Pseudacris nigrita,NULL,NULL
Amphibia,Anura,Hylidae,Pseudacris,ocularis,Little grass frog,55895,Pseudacris ocularis,NULL,NULL
Amphibia,Anura,Hylidae,Pseudacris,ornata,Ornate chorus frog,55896,Pseudacris ornata,NULL,NULL
Amphibia,Anura,Hylidae,Pseudacris,triseriata,Western chorus frog,55899,Pseudacris triseriata,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,capito,Gopher frog,58564,Lithobates capito,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,catesbeianus,American bullfrog,58565,Lithobates catesbeianus,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,clamitans,Green frog,58578,Lithobates clamitans,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,pipiens,Northern leopard frog,58695,Lithobates pipiens,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,septentrionalis,Mink frog,58713,Lithobates septentrionalis,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,sylvaticus,Wood frog,58728,Lithobates sylvaticus,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,sphenocephalus,Southern leopard frog,58723,Lithobates sphenocephalus,NULL,NULL
Amphibia,Anura,Ranidae,Lithobates,yavapaiensis,Lowland leopard frog,19181,Lithobates yavapaiensis,NULL,NULL
Amphibia,Anura,Scaphiopodidae,Scaphiopus,holbrookii,Eastern spadefoot,59042,Scaphiopus holbrookii,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,22680301,Anas acuta,NULL,NULL
Aves,Anseriformes,Anatidae,Mareca,americana,American wigeon,22680163,Mareca americana,NULL,NULL
Aves,Anseriformes,Anatidae,Spatula,clypeata,Northern shoveler,22680247,Spatula clypeata,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,crecca,Common teal,22729717,Anas crecca,NULL,NULL
Aves,Anseriformes,Anatidae,Spatula,cyanoptera,Cinnamon teal,22680233,Spatula cyanoptera,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,22680186,Anas platyrhynchos,NULL,NULL
Aves,Anseriformes,Anatidae,Spatula,discors,Blue-winged teal,22680229,Spatula discors,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled duck,22680178,Anas fulvigula,NULL,NULL
Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,22680174,Anas rubripes,NULL,NULL
Aves,Anseriformes,Anatidae,Mareca,strepera,Gadwall,22680149,Mareca strepera,NULL,NULL
Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Great blue heron,22696998,Ardea herodias,NULL,NULL
Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,22680402,Aythya affinis,NULL,NULL
Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,22680367,Aythya americana,NULL,NULL
Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,22680370,Aythya collaris,NULL,NULL
Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,22680398,Aythya marila,NULL,NULL
Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,22680364,Aythya valisineria,NULL,NULL
Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,American bittern,22697340,Botaurus lentiginosus,NULL,NULL
Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,22680462,Bucephala albeola,NULL,NULL
Aves,Anseriformes,Anatidae,Bucephala,clangula,Common goldeneye,22680455,Bucephala clangula,NULL,NULL
Aves,Anseriformes,Anatidae,Bucephala,islandica,Barrow's goldeneye,22680459,Bucephala islandica,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Willet,22693319,Tringa semipalmata,NULL,NULL
Aves,Coraciiformes,Alcedinidae,Megaceryle,alcyon,Belted kingfisher,22683623,Megaceryle alcyon,NULL,NULL
Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,22694787,Chlidonias niger,NULL,NULL
Aves,Passeriformes,Troglodytidae,Cistothorus,palustris,Marsh wren,22711374,Cistothorus palustris,NULL,NULL
Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,Black-bellied whistling-duck,22679780,Dendrocygna autumnalis,NULL,NULL
Aves,Anseriformes,Anatidae,Dendrocygna,bicolor,Fulvous whistling-duck,22679746,Dendrocygna bicolor,NULL,NULL
Aves,Gruiformes,Rallidae,Fulica,americana,American coot,62169677,Fulica americana,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Gallinago,gallinago,Common snipe,22693097,Gallinago gallinago,NULL,NULL
Aves,Gaviiformes,Gaviidae,Gavia,immer,Common loon / Great northern diver,22697842,Gavia immer,NULL,NULL
Aves,Gruiformes,Gruidae,Grus,americana,Whooping crane,22692156,Grus americana,NULL,NULL
Aves,Gruiformes,Gruidae,Antigone,canadensis,Sandhill crane,22692078,Antigone canadensis,NULL,NULL
Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald eagle,22695144,Haliaeetus leucocephalus,NULL,NULL
Aves,Charadriiformes,Laridae,Larus,philadelphia,Bonaparte's gull,22694432,Larus philadelphia,NULL,NULL
Aves,Charadriiformes,Laridae,Larus,pipixcan,Franklin's gull,22694462,Larus pipixcan,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Limosa,fedoa,Marbled godwit,22693162,Limosa fedoa,NULL,NULL
Aves,Anseriformes,Anatidae,Mergus,merganser,Goosander,22680492,Mergus merganser,NULL,NULL
Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,Ruddy duck,22727750,Oxyura jamaicensis,NULL,NULL
Aves,Pelecaniformes,Pelecanidae,Pelecanus,erythrorhynchos,American white pelican,22697611,Pelecanus erythrorhynchos,NULL,NULL
Aves,Charadriiformes,Scolopacidae,Steganopus,tricolor,Wilson's phalarope,22693472,Steganopus tricolor,NULL,NULL
Aves,Podicipediformes,Podicipedidae,Podiceps,nigricollis,Black-necked grebe,22696610,Podiceps nigricollis,NULL,NULL
Aves,Gruiformes,Rallidae,Porzana,carolina,Sora,22692684,Porzana carolina,NULL,NULL
Aves,Charadriiformes,Laridae,Sterna,hirundo,Common tern,22694623,Sterna hirundo,NULL,NULL
Mammalia,Sirenia,Trichechidae,Trichechus,manatus,West Indian manatee,22103,Trichechus manatus,NULL,NULL
Reptilia,Testudines,Emydidae,Terrapene,carolina,Common box turtle,21641,Terrapene carolina,NULL,NULL
Amphibia,Anura,Hylidae,Isthmohyla,calypsa,Common tree frog,55432,Isthmohyla calypsa,NULL,NULL
Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus,andinus,Andean flamingo,22697387,Phoenicoparrus andinus,NULL,NULL
Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,chilensis,Chilean flamingo,22697365,Phoenicopterus chilensis,NULL,NULL
Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicoparrus,jamesi,Puna flamingo,22697398,Phoenicoparrus jamesi,NULL,NULL
Aves,Podicipediformes,Podicipedidae,Podiceps,taczanowskii,Junin grebe,22696623,Podiceps taczanowskii,NULL,NULL
Aves,Podicipediformes,Podicipedidae,Podilymbus,gigas,Atitlan grebe,22696577,Podilymbus gigas,NULL,NULL
