"","LPI_final","CI_low","CI_high"
"1970",1,1,1
"1971",0.990884847116194,0.990202410988884,0.991461278357136
"1972",0.981852780244483,0.981005942685573,0.982553439887018
"1973",0.972903042043164,0.971902202069039,0.973804082479272
"1974",0.96403488207382,0.96282187483001,0.96523949928543
"1975",0.955247556738395,0.953882808306408,0.956393369582028
"1976",0.946540329216843,0.945145568290967,0.947957446754199
"1977",0.937912469405343,0.93640301969457,0.939245439464885
"1978",0.929363253855085,0.927677075926237,0.930765447251139
"1979",0.920891965711604,0.919057399674613,0.92251756342001
"1980",0.912497894654674,0.91066445935544,0.914470620433994
"1981",0.904180336838745,0.902323651375635,0.906049455595078
"1982",0.895938594833929,0.893776378004623,0.89793787868128
"1983",0.887771977567515,0.885651519137178,0.889516227502048
"1984",0.879679800266028,0.877599130726769,0.881480150493681
"1985",0.871661384397807,0.86952969531273,0.873428806171177
"1986",0.863716057616111,0.861489363333184,0.865932637502691
"1987",0.855843153702742,0.85369592416315,0.857827611857768
"1988",0.848042012512182,0.845953157540878,0.850359600440133
"1989",0.840311979916243,0.838316750424526,0.842676021739692
"1990",0.832652407749213,0.830444085645961,0.835047450302342
"1991",0.825062653753509,0.822885084718701,0.827461013150516
"1992",0.817542081525827,0.815391609086448,0.820109542953414
"1993",0.810090060463774,0.808015993785733,0.812630537725294
"1994",0.802705965712995,0.800485908060756,0.805223155325592
"1995",0.795389178114777,0.793408713474106,0.798122835441361
"1996",0.788139084154136,0.786089249642706,0.791002054031736
"1997",0.780955075908368,0.778696445264341,0.783712466651504
"1998",0.773836550996079,0.771563008222767,0.776575753263504
"1999",0.766782912526673,0.764351894987463,0.769456596713124
"2000",0.759793569050302,0.757292649105538,0.762499482457524
"2001",0.752867934508276,0.750292750806908,0.755749721036199
"2002",0.746005428183917,0.743548735644775,0.748825679125336
"2003",0.739205474653871,0.736726409011582,0.741956282216951
"2004",0.732467503739855,0.730273319351563,0.735323616029455
"2005",0.725790950460846,0.723338344996167,0.728794905404202
"2006",0.719175254985713,0.716796398163482,0.722085039405754
"2007",0.712619862586267,0.710212040155635,0.715235566025609
"2008",0.706124223590757,0.703645220119336,0.708747450723785
"2009",0.699687793337768,0.697093605599721,0.702458431549657
"2010",0.693310032130561,0.690546063530118,0.696010983975753
"2011",0.686990405191814,0.684293118510719,0.689744476948301
"2012",0.680728382618783,0.678066761360437,0.683435585790159
"2013",0.674523439338867,0.671731575320352,0.677266657955609
"2014",0.668375055065582,0.665461357274621,0.670897589398215
"2015",-99,NA,NA
"2016",-99,NA,NA
